index,train_accuracy,train_F1,test_accuracy,test_F1,train_acc_Normal,train_acc_Basal,train_acc_Her2,train_acc_LumA,train_acc_LumB,test_acc_Normal,test_acc_Basal,test_acc_Her2,test_acc_LumA,test_acc_LumB
0,0.21148325358851675,0.11921720885542286,0.17391304347826086,0.05152979066022545,0.0,0.0,0.0,0.3827751196172249,0.6746411483253588,0.0,0.0,0.0,0.3827751196172249,0.6746411483253588
50,0.17129186602870813,0.09610418100807154,0.42391304347826086,0.31941521793087074,0.0,0.0,0.0,0.5454545454545454,0.31100478468899523,0.0,0.0,0.0,0.5454545454545454,0.31100478468899523
100,0.36555023923444974,0.3666953252229467,0.5108695652173914,0.5299013418987101,0.37320574162679426,0.5023923444976076,0.009569377990430622,0.4354066985645933,0.507177033492823,0.37320574162679426,0.5023923444976076,0.009569377990430622,0.4354066985645933,0.507177033492823
150,0.6794258373205742,0.6740197698466639,0.5054347826086957,0.4824476937444949,0.84688995215311,0.9808612440191388,0.4354066985645933,0.3492822966507177,0.784688995215311,0.84688995215311,0.9808612440191388,0.4354066985645933,0.3492822966507177,0.784688995215311
200,0.7808612440191387,0.7542486712034869,0.5108695652173914,0.46232755057488484,0.8899521531100478,0.9856459330143541,0.8516746411483254,0.20574162679425836,0.9712918660287081,0.8899521531100478,0.9856459330143541,0.8516746411483254,0.20574162679425836,0.9712918660287081
250,0.8066985645933015,0.7826542687361558,0.5380434782608695,0.49300051473567974,0.9234449760765551,0.9904306220095693,0.9090909090909091,0.2535885167464115,0.9569377990430622,0.9234449760765551,0.9904306220095693,0.9090909090909091,0.2535885167464115,0.9569377990430622
300,0.8191387559808613,0.7925600315070758,0.5434782608695652,0.49859928178196944,0.9282296650717703,0.9952153110047847,0.9569377990430622,0.24401913875598086,0.9712918660287081,0.9282296650717703,0.9952153110047847,0.9569377990430622,0.24401913875598086,0.9712918660287081
350,0.8,0.7601014598428393,0.5543478260869565,0.5084467288466594,0.9138755980861244,0.9904306220095693,0.9712918660287081,0.15789473684210525,0.9665071770334929,0.9138755980861244,0.9904306220095693,0.9712918660287081,0.15789473684210525,0.9665071770334929
400,0.8220095693779904,0.7935249799815413,0.5760869565217391,0.543247039479811,0.9234449760765551,0.9856459330143541,0.9808612440191388,0.24401913875598086,0.9760765550239234,0.9234449760765551,0.9856459330143541,0.9808612440191388,0.24401913875598086,0.9760765550239234
450,0.8478468899521531,0.8317481406064711,0.5978260869565217,0.5800395541577582,0.9186602870813397,0.9904306220095693,0.9760765550239234,0.37320574162679426,0.9808612440191388,0.9186602870813397,0.9904306220095693,0.9760765550239234,0.37320574162679426,0.9808612440191388
500,0.8574162679425837,0.8435937418724025,0.6141304347826086,0.6005227912808077,0.937799043062201,0.9904306220095693,0.9808612440191388,0.40669856459330145,0.9712918660287081,0.937799043062201,0.9904306220095693,0.9808612440191388,0.40669856459330145,0.9712918660287081
550,0.8736842105263158,0.8640960421042384,0.6793478260869565,0.6815282074576617,0.9186602870813397,0.9904306220095693,0.9808612440191388,0.5023923444976076,0.9760765550239234,0.9186602870813397,0.9904306220095693,0.9808612440191388,0.5023923444976076,0.9760765550239234
600,0.8822966507177034,0.8741992453231537,0.717391304347826,0.7241556270845867,0.9330143540669856,0.9952153110047847,0.9904306220095693,0.5167464114832536,0.9760765550239234,0.9330143540669856,0.9952153110047847,0.9904306220095693,0.5167464114832536,0.9760765550239234
650,0.8985645933014355,0.8938779914889129,0.7391304347826086,0.7466782653378886,0.9234449760765551,0.9904306220095693,0.9904306220095693,0.6028708133971292,0.9856459330143541,0.9234449760765551,0.9904306220095693,0.9904306220095693,0.6028708133971292,0.9856459330143541
700,0.8966507177033493,0.8920160563244729,0.7608695652173914,0.768528808049837,0.9330143540669856,0.9856459330143541,1.0,0.5980861244019139,0.9665071770334929,0.9330143540669856,0.9856459330143541,1.0,0.5980861244019139,0.9665071770334929
750,0.9062200956937799,0.9022172215573078,0.7771739130434783,0.785310631132243,0.9330143540669856,0.9856459330143541,0.9952153110047847,0.645933014354067,0.9712918660287081,0.9330143540669856,0.9856459330143541,0.9952153110047847,0.645933014354067,0.9712918660287081
800,0.9186602870813397,0.9161812219023965,0.8152173913043478,0.8215655488225021,0.9282296650717703,0.9904306220095693,1.0,0.7081339712918661,0.9665071770334929,0.9282296650717703,0.9904306220095693,1.0,0.7081339712918661,0.9665071770334929
850,0.9052631578947369,0.9015257246666538,0.8152173913043478,0.8215655488225021,0.9330143540669856,0.9856459330143541,1.0,0.6507177033492823,0.9569377990430622,0.9330143540669856,0.9856459330143541,1.0,0.6507177033492823,0.9569377990430622
900,0.9215311004784689,0.9191933059123721,0.842391304347826,0.8473079260059412,0.9473684210526315,0.9856459330143541,1.0,0.7081339712918661,0.9665071770334929,0.9473684210526315,0.9856459330143541,1.0,0.7081339712918661,0.9665071770334929
950,0.9205741626794258,0.9184473022452037,0.8369565217391305,0.8427839256230836,0.9425837320574163,0.9808612440191388,1.0,0.722488038277512,0.9569377990430622,0.9425837320574163,0.9808612440191388,1.0,0.722488038277512,0.9569377990430622
1000,0.9244019138755981,0.922927146021079,0.8532608695652174,0.8568786427291385,0.9425837320574163,0.9856459330143541,0.9952153110047847,0.7559808612440191,0.9425837320574163,0.9425837320574163,0.9856459330143541,0.9952153110047847,0.7559808612440191,0.9425837320574163
