,0
CD11a,0.7400251485382671
CD11c,0.9013830442542599
CD123,0.5796407070752458
CD127-IL7Ra,0.6858619083230865
CD14_y,0.8921544866508964
CD16,0.7273799297899914
CD161,0.5935406161696867
CD19,0.8616531525591612
CD197-CCR7,0.3893319884627212
CD25,0.32900090987099445
CD27,0.7678468571066953
CD278-ICOS,0.6321236324152034
CD28,0.7172996616278949
CD3,0.7384160696198077
CD34_y,0.5876124891841276
CD38_y,0.5932527906739552
CD4,0.5816031405720378
CD45RA,0.6231388467467419
CD45RO,0.42626998128848853
CD56,0.6747837399057616
CD57,0.43694902835349253
CD69,0.5826024912392543
CD79b,0.7279333454272203
CD8a,0.5616347801417017
HLA.DR,0.7102849437110371
